Web Server (APP),Initial Release,Year of Sales Revenue,Bidang ,Total Current Live Websites,Sales Revenue (Mllion) in 2023,Current Customers (Websites) in 2024,Location,Sales Revenue Customer,Tech Spend,Instagram Followers,Traffic,Current Live Webites by Country,Current Live Websites by Country,Usia Perusahaan
Shopify,2004,2023,eCommerce,4708257,7100.0,accounts.zoho.com,Australia,0,10000,100,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,buy.harpersbazaar.com.au,Australia,0,2000,200000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.dmarge.com,Australia,0,500,20000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.emojipedia.org,Australia,0,1000,100000,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,store.mysteriousuniverse.org,Australia,2100000,250,10000,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,store.globalcitizen.org,Australia,2000000,2000,0,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,princesspolly.com,Australia,811000,10000,1500000,High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,canva.com,Australia,100000000,10000,100000,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,swagcheckout.vectorworks.net,Australia,0,5000,10000,High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,jcojewellery.com,Australia,141000,2000,300000,-,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,illenium.com,Australia,674000,5000,400000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.australiangeographic.com.au,Australia,0,2000,150000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.deakin.edu.au,Australia,0,10000,20000,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,b2b-uk.leica-camera.com,Australia,331000,5000,750000,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,pinkqueen.com,Australia,129000,250,0,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.wickedweasel.com,Australia,217000,1000,10000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,grimfrost.com,Australia,501000,2000,100000,High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.punters.com.au,Australia,0,10000,5000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,whitefoxboutique.com,Australia,426000,2000,1000000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,4for4.com,Australia,0,1000,10000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,adc.caradvice.com.au,Australia,128000,250,10000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.timeandtidewatches.com,Australia,18000,1000,0,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,jazzastudios.com,Australia,375000,250,0,High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.ittf.com,Australia,0,1000,100,High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,speedcube.com.au,Australia,26000,250,2000,-,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,checkout.gofar.co,Australia,0,2000,250,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,finalmouse.com,Australia,120000,2000,100000,-,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,furlscrochet.com,Australia,254000,2000,50000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,quadlockcase.com,Australia,424000,2000,50000,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,merch.rebrickable.com,Australia,0,500,2000,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,zositech.com,Australia,39000,500,500,-,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,adf.org.au,Australia,383000,5000,0,Medium,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,mq.edu.au,Australia,0,10000,500,Very High,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,mightycarmods.com,Australia,55000,500,400000,-,150839,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,mais-qa.cuidadospelavida.com.br,Brazil,98000,1000,50,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,brazopolis.mg.gov.br,Brazil,468000,5000,10,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.wemystic.com.br,Brazil,0,2000,250,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,ubestplus.uninter.com,Brazil,526000,2000,50000,High,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,pay.ebit.com.br,Brazil,0,1000,2000,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,hostinger.com.br,Brazil,149000,500,5000,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,eventos.ufabc.edu.br,Brazil,0,5000,2000,High,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,jobin.com.br,Brazil,1000,50,10000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,sallve.com.br,Brazil,343000,2000,500000,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,insiderstore.com.br,Brazil,202000,2000,200000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,selecaoadega.com.br,Brazil,1000,100,500,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,aperam.siteware.com.br,Brazil,0,2000,50,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,clickout.noticiasaominuto.com.br,Brazil,0,1000,1000,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,simpleorganic.com.br,Brazil,178000,2000,300000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,cursorapido.igti.com.br,Brazil,44000,1000,1000,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,joulik.com.br,Brazil,151000,2000,20000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,sportbr.com.br,Brazil,29000,250,20000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,amaro.com,Brazil,864000,5000,0,High,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,loja.empreender.com.br,Brazil,25000,1000,0,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,sv.mlcdn.com.br,Brazil,0,250,0,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,checkout.embracon.com.br,Brazil,173000,2000,1000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,megemeg.com.br,Brazil,42000,500,50000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,meiasemeiastore.com.br,Brazil,66000,500,100000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,maxracer.com.br,Brazil,45000,500,2000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,loja.avmakers.com.br,Brazil,110000,100,50,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,malloca.com.br,Brazil,13000,100,0,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,mascaraknit.com.br,Brazil,11000,100,150000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,mofficer.com.br,Brazil,85000,1000,50000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,gameverse8.lojavirtualnuvem.com.br,Brazil,101000,2000,500,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,app.yampi.com.br,Brazil,190000,2000,5000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,usegreenco.com.br,Brazil,106000,1000,50000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,classinline.robsoncamargo.com.br,Brazil,0,1000,2000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,lojaflash.com,Brazil,46000,5000,2000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,duxnutrition.com,Brazil,240000,2000,150000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,laporta.com.br,Brazil,1000,50,0,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,reidacozinha.com.br,Brazil,17000,500,0,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,store.usadaomaquinas.com.br,Brazil,1000,500,0,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,labellamafia.com.br,Brazil,142000,2000,500000,-,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,loja.pt.org.br,Brazil,360000,1000,500000,High,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,eadpensa.fia.com.br,Brazil,0,2000,1000,Medium,123054,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,singapore.sennheiser.com,Germany,0,5000,400000,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.smashingmagazine.com,Germany,0,1000,500000,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,dazn.com,Germany,0,5000,0,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,pre-loved.hugoboss.com,Germany,3000000,10000,500,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,store.helloclue.com,Germany,53000,2000,0,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,equipment.lesmills.com,Germany,69000,5000,400000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,plant.ecosia.org,Germany,0,5000,20000,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,pt.business.babbel.com,Germany,0,10000,20000,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.inyourpocket.com,Germany,2400000,2000,1000,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,vicegolf.com,Germany,290000,2000,50000,-,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,swag.reviews.io,Germany,0,2000,10000,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,marktplatz.bild.de,Germany,0,5000,250,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop-us.kurzgesagt.org,Germany,0,1000,300000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,esports-shop.sport1.de,Germany,0,5000,300000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,g2esports.com,Germany,360000,2000,750000,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,stuff.git-tower.com,Germany,0,1000,0,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,store.grand-seiko.com,Germany,23000,2000,0,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.wetteronline.de,Germany,0,1000,50000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.duden.de,Germany,0,2000,5000,Very High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,crew2020.defleppard.com,Germany,29000,2000,750000,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.mopo.de,Germany,0,1000,250,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,malaysia.aesop.com,Germany,827000,10000,500000,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.ignant.com,Germany,69000,250,5000,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,giftsubscription.theschooloflife.com,Germany,262000,5000,100000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,soundbrenner.com,Germany,589000,2000,20000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,freeletics.com,Germany,814000,10000,10000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,frieze.com,Germany,31000,2000,2000,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,productionmusiclive.com,Germany,160000,2000,150000,-,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop-us.avermedia.com,Germany,0,2000,0,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,informationsmittel-bestellkatalog.volkswagen.de,Germany,0,10000,100000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,us.carhartt-wip.com,Germany,638000,10000,750000,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,allikestore.com,Germany,62000,1000,2000,-,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shoepassion.com,Germany,56000,500,5000,-,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.deskthority.net,Germany,30000,100,0,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,giftcards.aldi.ie,Germany,0,5000,50000,Medium,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,store.ia.net,Germany,32000,500,5000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.swp.de,Germany,0,2000,5000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.lovingnewyork.de,Germany,0,2000,20000,-,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,de.checkout.belstaff.com,Germany,0,5000,150000,-,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,shop.condor.com,Germany,75000,5000,10000,High,121795,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,ahandfulofleaves.org,Indonesia,110000,50,0,Medium,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,holestoheavens.com,Indonesia,121000,50,0,Medium,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,paigehathaway.com,Indonesia,22000,250,2000000,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,gogameguru.com,Indonesia,418000,1000,1000,High,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,store.perpajakan-id.ddtc.co.id,Indonesia,1000,250,1000,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,slot-gopay.mitrakuliah.com,Indonesia,0,250,0,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,syariah.iainkediri.ac.id,Indonesia,37000,500,2000,Medium,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,mp.undhirabali.ac.id,Indonesia,0,5000,100,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,zenyum.com,Indonesia,491000,5000,0,Medium,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,ppdbsumbar.id,Indonesia,1000,50,0,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,sukkhacitta.com,Indonesia,145000,2000,10000,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,kelkemenangantani.pemkomedan.go.id,Indonesia,460000,2000,250,High,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,bkpsdma.sinjaikab.go.id,Indonesia,0,100,1000,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,fastprint.co.id,Indonesia,102000,1000,0,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,itvonline.id,Indonesia,1000,50,0,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,sipoke.sukoharjokab.go.id,Indonesia,0,2000,1000,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,resi.id,Indonesia,12000,100,0,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,djobs.id,Indonesia,12000,2000,0,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,dashboard.uinbanten.ac.id,Indonesia,0,250,0,Medium,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,atmos.co.id,Indonesia,1000,50,150000,-,7394,1597146,20
Shopify,2004,2023,eCommerce,4708257,7100.0,sesa.id,Indonesia,78000,1000,20000,-,7394,1597146,20
